x-coordinate,y-coordinate,Similarity_score
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_10784.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_5356.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_2493.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_8564.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_6983.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_2169.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_7691.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_6653.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_1196.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_546.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_7941.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_3451.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_4394.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_83.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_6203.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_10854.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_116.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_3001.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_7042.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_10507.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_1895.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_5585.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_2240.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_10157.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_815.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_7412.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_2610.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_3902.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_2305.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_8708.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_7107.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_10442.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_2755.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_5090.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_3847.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_8358.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_950.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_10012.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_7557.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_1529.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_3514.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_9119.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_403.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_6716.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_7804.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_5839.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_4681.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_1179.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_3144.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_5993.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_9549.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_1483.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_10911.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_6346.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_6468.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_3390.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_4455.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_9267.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_2978.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_6192.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_287.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_1657.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_6038.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_4005.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_8925.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_9637.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_1207.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_5244.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_7279.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_2581.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_8476.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_6891.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_7783.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_4906.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_5614.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_7629.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_8026.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_10696.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_8533.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_10383.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_5301.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_10679.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_8163.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_7296.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_4843.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_10229.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_2094.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_5751.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_8499.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_9322.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_1712.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_638.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_4510.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_8860.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_9772.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_792.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_1342.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_6487.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_2997.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_4140.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_268.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_3685.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_9288.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_2647.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_5182.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_1968.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_3955.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_842.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_10100.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_7445.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_5478.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_2217.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_9908.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_7015.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_5028.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_10550.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_4793.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_3056.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_5881.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_1591.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_141.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_4269.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_10803.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_6254.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_3406.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_4639.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_511.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_6604.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_7916.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_6311.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_10946.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_3113.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_6741.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_1084.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_454.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_7853.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_3543.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_4286.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_10045.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_907.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_7500.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_2702.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_3810.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_7150.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_10415.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_1987.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_5497.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_2352.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_10680.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_8030.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_5602.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_4910.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_7795.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_6887.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_8460.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_5252.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_2597.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_1211.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_9621.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_8933.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_4013.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_6184.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_291.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_1641.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_9271.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_8899.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_3386.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_4443.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_4156.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_3693.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_2981.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_784.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_1354.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_3369.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_6491.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_9764.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_8876.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_4506.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_1704.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_3739.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_9334.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_2082.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_5747.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_4855.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_6868.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_2578.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_7280.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_8175.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_5317.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_2128.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_10395.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_8525.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_7900.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_507.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_6612.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_3410.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_1587.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_157.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_10815.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_6242.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_5897.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_4785.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_3040.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_10546.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_7003.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_2201.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_7453.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_854.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_10116.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_3943.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_2651.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_5194.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_8749.json,1.0
aggregate-json/haunted_places_split/haunted_places_8071.json,aggregate-json/haunted_places_split/haunted_places_5481.json,1.0
